channel_title,views
Laura Lee,591583.00
LaToya Forever,52916.00
ASMR Darling,1340580.00
Australian Open TV,175545.00
Andre Black Nerd,73890.00
NASA Goddard,54703.00
STX Entertainment,52270.00
heroedelahistoria,49359.00
Jackie Aina,2497025.00
Dave Lee,364027.00
Makeupshayla,355707.00
Christen Dominique,514571.00
Netflix,308513.00
Movieclips Trailers,344883.00
jacksfilms,1453384.00
bill wurtz,3222693.00
The Royal Family Channel,76202.00
Gus Johnson,278587.00
Screen Junkies,3020358.00
Eric Strebel,3649.00
MSNBC,54971.00
Nerdwriter1,424053.00
C-SPAN,335245.00
Alissa Ashley,905737.00
Nicki Shields,34443.00
Linus Tech Tips,259646.00
Brian Klug,54009.00
Joan Kim,72963.00
Tina Yong,374204.00
AsapSCIENCE,379176.00
Physics Girl,140445.00
Christine Sydelko,576861.00
BBC News,396970.00
Laura in the Kitchen,90521.00
Car Throttle,277651.00
BeckVEVO,499979.00
ColliderVideos,65678.00
DamonAndJo,192638.00
Nicol Concilio,419822.00
Tyler Stalman,141287.00
KIND Snacks,527093.00
Dani Ochoa,39926.00
NBA on TNT,973185.00
TMZ,136788.00
SBS TV동물농장x애니멀봐,97535.00
Rosanna Pansino,1261723.00
The Scran Line,64316.00
Casey Holmes,295189.00
Desi Perkins,611625.00
William Osman,425185.00
Smosh,1940700.00
TED-Ed,271594.00
Focus Features,17732.00
Oscars,952863.00
Screen Junkies,926503.00
Dude Perfect,12525525.00
Breakfast Club Power 105.1 FM,236711.00
Omeleto,212467.00
The Tonight Show Starring Jimmy Fallon,435057.00
PlayStation,938603.00
LastWeekTonight,1408283.00
LoeyLane,104407.00
NJ.com,968084.00
Smosh,1438957.00
The Late Show with Stephen Colbert,511623.00
Washington Post,233232.00
Lip Sync Battle,369007.00
Shawn Johnson East,273354.00
Wendover Productions,316010.00
mmschocolate,262198.00
KipMooreVEVO,61359.00
VICE,445713.00
Sailor J,185558.00
Candide Thovex,940761.00
Vox,854528.00
Jaiden Animations,3187177.00
Zoella,727495.00
NFL,2204149.00
Clevver News,326353.00
SMTOWN,4285299.00
Late Night with Seth Meyers,27692.00
Jason Yu,441848.00
Poppy,297198.00
730 WVFN,6064.00
Nerdist,177235.00
Australian Open TV,489921.00
IISuperwomanII,1029348.00
MrTreknation,191508.00
Saturday Night Live,3185627.00
Life Noggin,481820.00
Watch What Happens Live with Andy Cohen,118160.00
Funny News,531511.00
Drew Lynch,103380.00
IGN,467114.00
TNT,87088.00
USA TODAY,204499.00
Access,73594.00
CBS This Morning,13932.00
TheOdd1sOut,7111102.00
Warner Bros. Pictures,550036.00
A Chick Called Albert,3053263.00
Tom Scott,200479.00
Andrew Lowe,786009.00
HellthyJunkFood,311233.00
Lucas the Spider,4386955.00
David Windestal,18744.00
Caspar,208892.00
End of Ze World,223239.00
TroyeSivanVEVO,586179.00
Chris Smoove,336033.00
Apple,393789.00
CollegeHumor,1496689.00
E! News,9086.00
Symon,59638.00
Entertainment Tonight,199524.00
Sound Bites,57661.00
Today I Found Out,994169.00
Refinery29,26225.00
Ján Ilavský,790923.00
Hydraulic Press Channel,369184.00
Sprinkleofglitter,882682.00
CNN,232632.00
The Dodo,502266.00
Tom Daley,32746.00
SciShow,314660.00
FBE,2885259.00
Ryan Davidson,135712.00
The Film Theorists,3739645.00
FloSports,28954.00
Paweł Zadrożniak,282721.00
Boldly,7498451.00
Simply Nailogical,2117259.00
The Valleyfolk,178838.00
WXYZ-TV Detroit | Channel 7,758181.00
jessiepaege,198759.00
Primitive Technology,4053642.00
cineytele,294003.00
Corridor,617699.00
Cole and Marmalade,594066.00
Laura Kampf,85496.00
The Graham Norton Show,1420269.00
NFVEVO,3003011.00
United Launch Alliance,173564.00
CNBC,175494.00
NBC News,44121.00
UFC - Ultimate Fighting Championship,653929.00
Brave Wilderness,1631648.00
colourpopcosmetics,71548.00
KeithUrbanVEVO,625360.00
Rooster Teeth,233625.00
TODAY,5305.00
theCHIVE,1199614.00
Jimmy Kimmel Live,1310832.00
TinasheOfficialVEVO,3044667.00
FallOutBoyVEVO,1620281.00
HvdH-Plane-Spotter,5005625.00
The Late Late Show with James Corden,389005.00
OlanRogers,233550.00
RemyMaVEVO,414422.00
Paramount Network,1015671.00
The Slow Mo Guys,10727660.00
Amber Scholl,263161.00
How Ridiculous,246198.00
ESPN,338900.00
justintimberlakeVEVO,8245249.00
Wong Fu Productions,525285.00
Warner Bros. UK,938188.00
Fueled By Ramen,100931.00
FrenchMontanaVEVO,3965495.00
Red Bull,51814.00
First We Feast,1126963.00
Liza Koshy,5581988.00
Tony Berza,31576.00
CBS News,3837.00
INSIDER,49958.00
PhakeNam,156394.00
AaronsAnimals,267711.00
U2VEVO,660863.00
Nintendo,9972694.00
TheEllenShow,2474902.00
iotexpert,3379.00
NBA,509173.00
Grace Helbig,219758.00
Rita Ora,343670.00
JennaMarbles,3057670.00
Bon Appétit,290200.00
Beats 1 Radio,147840.00
BBC Radio 1,1381523.00
ChainsmokersVEVO,14162537.00
Business Insider,9692.00
FaZe Rug,1949483.00
Mike Austin,5688348.00
FC Barcelona,353065.00
Aymeric Favard,17588.00
Maroon5VEVO,5668569.00
Doug DeMuro,661898.00
Mr. Kate,695587.00
Techmoan,131555.00
Atlantic Records,2327309.00
Guardian News,60616.00
Battle Universe!,949873.00
MLive,40328.00
1theK (원더케이),7461701.00
Anna Akana,192207.00
jeremiah johnson,3312.00
Anwar Jibawi,2464664.00
Ranz Kyle,443153.00
Lisa Eldridge,324175.00
WIRED,102105.00
Townsends,18096.00
LaToya Forever,55901.00
Marcos Horacio,7399.00
ASMR Darling,1426321.00
Laura Lee,615784.00
Jackie Aina,2568313.00
Andre Black Nerd,77452.00
heroedelahistoria,49407.00
Dave Lee,373332.00
Christen Dominique,527683.00
Makeupshayla,368276.00
STX Entertainment,54338.00
Netflix,316763.00
Movieclips Trailers,377621.00
onsetfacilities.com,404058.00
jacksfilms,1503192.00
bill wurtz,3362369.00
The Royal Family Channel,81267.00
Gus Johnson,299561.00
Eric Strebel,3791.00
MSNBC,55419.00
Nerdwriter1,437193.00
C-SPAN,338709.00
Alissa Ashley,917390.00
Nicki Shields,35573.00
Linus Tech Tips,264153.00
Brian Klug,64771.00
Joan Kim,75289.00
Tina Yong,392117.00
Logan Paul Vlogs,8041970.00
BURGER KING,914385.00
Legendary,1500108.00
Colleen Ballinger,603426.00
Brave Wilderness,676233.00
Oscars,1385419.00
Domics,1638560.00
Bobby Duke Arts,668715.00
The View,451122.00
Omeleto,689473.00
Dude Perfect,17228602.00
Screen Junkies,1544820.00
Jimmy Kimmel Live,148659.00
PlayStation,1727422.00
KygoOfficialVEVO,753671.00
Scotty Sire,488580.00
MSNBC,69649.00
The Tonight Show Starring Jimmy Fallon,138674.00
Comedy Central,119919.00
Marvel Entertainment,257204.00
Netflix,128614.00
Breakfast Club Power 105.1 FM,344851.00
Dennis Kapatos,87209.00
Lip Sync Battle,79466.00
Newsflare,116946.00
LoeyLane,221587.00
SKITTLESbrand,17401.00
LastWeekTonight,1609388.00
BBC Radio 1,107875.00
JheneAikoVEVO,1063246.00
mmschocolate,374583.00
Wendover Productions,445839.00
Genius,302737.00
Shawn Johnson East,369785.00
Smosh,1629409.00
The Late Show with Stephen Colbert,622331.00
Washington Post,262269.00
NJ.com,1207132.00
KipMooreVEVO,116207.00
Business Insider UK,24591.00
Forgotten Weapons,176785.00
VICE,570030.00
Calvin Klein,8532222.00
Sailor J,225346.00
Candide Thovex,1210271.00
Esther Bellido,583360.00
Refinery29,19416.00
Vox,933341.00
CBS This Morning,23465.00
Poppy,434207.00
Nerdist,255556.00
BBC,17221.00
SMTOWN,5320719.00
Jaiden Animations,3357968.00
Clevver News,367193.00
NFL,2321144.00
Jason Yu,464151.00
Australian Open TV,609210.00
Late Night with Seth Meyers,35000.00
730 WVFN,8992.00
IISuperwomanII,1185400.00
MrTreknation,201700.00
Life Noggin,546929.00
Saturday Night Live,3296590.00
Drew Lynch,117939.00
Watch What Happens Live with Andy Cohen,125454.00
ombremor,112310.00
Funny New Videos,603894.00
IGN,530676.00
NBC News,2128.00
Access,86729.00
Zoella,862468.00
TNT,95941.00
USA TODAY,209799.00
Barcroft Animals,27229.00
A Chick Called Albert,3392821.00
Warner Bros. Pictures,598616.00
TheOdd1sOut,7379281.00
Tom Scott,210664.00
Andrew Lowe,809662.00
HellthyJunkFood,331494.00
Caspar,258859.00
Lucas the Spider,4837737.00
E! News,9382.00
David Windestal,23768.00
End of Ze World,272923.00
TroyeSivanVEVO,608519.00
Chris Smoove,337829.00
Apple,426956.00
CollegeHumor,1552388.00
Symon,72801.00
Ján Ilavský,884652.00
Sound Bites,59198.00
Today I Found Out,1101325.00
Entertainment Tonight,209887.00
John Varvatos,3917.00
Hydraulic Press Channel,380360.00
Sprinkleofglitter,953238.00
Ryan Davidson,137162.00
paul wheaton,73685.00
CNN,248968.00
The Dodo,552471.00
SciShow,323689.00
Tom Daley,34463.00
Variety,2617.00
FBE,3282345.00
Paweł Zadrożniak,306078.00
FloSports,29108.00
ViralHog,8394.00
Boldly,7758360.00
The Film Theorists,3813303.00
Simply Nailogical,2161258.00
The Valleyfolk,184366.00
jessiepaege,207308.00
WXYZ-TV Detroit | Channel 7,779550.00
Primitive Technology,4124554.00
Cole and Marmalade,761091.00
Laura Kampf,88033.00
Corridor,712019.00
NFVEVO,3485812.00
The Graham Norton Show,1501271.00
United Launch Alliance,174773.00
CNBC,176336.00
UFC - Ultimate Fighting Championship,656358.00
TODAY,7416.00
colourpopcosmetics,75526.00
KeithUrbanVEVO,765214.00
Rooster Teeth,237231.00
TinasheOfficialVEVO,3547797.00
theCHIVE,1231573.00
FallOutBoyVEVO,1771458.00
HvdH-Plane-Spotter,5106157.00
RemyMaVEVO,449776.00
The Late Late Show with James Corden,406856.00
OlanRogers,240282.00
How Ridiculous,359057.00
The Slow Mo Guys,11188382.00
Paramount Network,1066607.00
Amber Scholl,268343.00
justintimberlakeVEVO,9164600.00
ESPN,343957.00
Wong Fu Productions,536288.00
Tony Berza,31872.00
Warner Bros. UK,1059366.00
FrenchMontanaVEVO,4594686.00
Fueled By Ramen,110338.00
First We Feast,1165315.00
Red Bull,52595.00
Liza Koshy,5684795.00
CBS News,3996.00
INSIDER,52100.00
AaronsAnimals,290344.00
U2VEVO,724556.00
PhakeNam,156712.00
Nintendo,10256746.00
TheEllenShow,2636357.00
iotexpert,3467.00
Rita Ora,388048.00
Grace Helbig,223433.00
JennaMarbles,3111804.00
Bon Appétit,300715.00
Beats 1 Radio,158541.00
ChainsmokersVEVO,16219716.00
Business Insider,9846.00
Maroon5VEVO,6353130.00
FC Barcelona,355279.00
FaZe Rug,1973925.00
Mike Austin,5755949.00
Aymeric Favard,17702.00
Doug DeMuro,672513.00
Mr. Kate,719340.00
Techmoan,134806.00
Atlantic Records,2723642.00
Guardian News,61309.00
Battle Universe!,969427.00
1theK (원더케이),7964424.00
MLive,44262.00
Anna Akana,195363.00
jeremiah johnson,3362.00
Anwar Jibawi,2524775.00
Ranz Kyle,458155.00
Lisa Eldridge,334600.00
justintimberlakeVEVO,2125929.00
Logan Paul Vlogs,15808339.00
CaseyNeistat,1041049.00
BURGER KING,2674711.00
Binging with Babish,453643.00
LadyGagaVEVO,208114.00
AsapSCIENCE,397478.00
ThreeDaysGraceVEVO,239907.00
TheReportOfTheWeek,199030.00
First We Feast,576729.00
ThirtySecondsToMarsVEVO,199676.00
KFC,20740.00
Jimmy Kimmel Live,291258.00
The Tonight Show Starring Jimmy Fallon,317963.00
GQ,341409.00
Colleen Ballinger,1308357.00
Alpha Entertainment,110404.00
ESPN,202074.00
Legendary,4288892.00
Queen Naija,692093.00
The Late Show with Stephen Colbert,180064.00
Brave Wilderness,1029765.00
Marzia,210371.00
TED-Ed,101839.00
SKITTLESbrand,190941.00
Jackie Aina,607429.00
MSNBC,213015.00
Half as Interesting,165624.00
Groupon,601853.00
Pepsi,17143.00
The Slow Mo Guys,1127588.00
Morgan Adams,475740.00
Bobby Duke Arts,1264325.00
BuzzFeedVideo,467395.00
TIME,84016.00
Bon Appétit,335760.00
Marvel Entertainment,559930.00
KygoOfficialVEVO,1770318.00
Niki and Gabi,1862465.00
Vogue,573677.00
Netflix,292575.00
Omeleto,1258533.00
LexusVehicles,29017.00
Sugar Pine 7,110087.00
EltonJohnVEVO,806841.00
Lip Sync Battle,178785.00
Domics,1992687.00
Comedy Central,236301.00
Oscars,1494486.00
MyHarto,112337.00
Everyday Astronaut,151389.00
Munchies,75333.00
CNN,41282.00
The View,556301.00
Dennis Kapatos,147899.00
BBC,74445.00
BBC Radio 1,236524.00
Scotty Sire,644011.00
Screen Junkies,1777672.00
Inside Edition,46940.00
Newsflare,216812.00
Dude Perfect,20761480.00
Seth's Bike Hacks,183149.00
Aerie,5144.00
Business Insider UK,76789.00
PlayStation,2163626.00
Madelaine Petsch,311179.00
fantano,71836.00
Breakfast Club Power 105.1 FM,381238.00
LoeyLane,263513.00
DonDiablo,251014.00
JheneAikoVEVO,1499675.00
AT&T,130858.00
CNET,36609.00
LastWeekTonight,1726008.00
Great Big Story,478187.00
jessiepaege,119734.00
mmschocolate,430336.00
Genius,335416.00
Wendover Productions,482467.00
Shawn Johnson East,422535.00
Smosh,1739292.00
Washington Post,267872.00
NJ.com,1399871.00
Forgotten Weapons,212446.00
KipMooreVEVO,147035.00
VICE,671078.00
Sailor J,241419.00
Calvin Klein,9310174.00
Candide Thovex,1371374.00
Vox,973011.00
Esther Bellido,642032.00
CBS This Morning,25601.00
Poppy,541414.00
Nerdist,306322.00
Refinery29,33697.00
SMTOWN,5956757.00
Late Night with Seth Meyers,36526.00
NFL,516574.00
Jaiden Animations,3508559.00
Clevver News,385359.00
Australian Open TV,695269.00
Jason Yu,468559.00
IISuperwomanII,1267551.00
DJI,82977.00
TMZ,29497.00
ombremor,121506.00
MrTreknation,205567.00
Missouri Star Quilt Company,37379.00
Life Noggin,580124.00
Saturday Night Live,3362428.00
Drew Lynch,130359.00
Watch What Happens Live with Andy Cohen,127384.00
IGN,585961.00
Funny New Videos,644325.00
730 WVFN,9441.00
Barcroft Animals,36333.00
NBC News,2664.00
Zoella,916754.00
Geoff Mallinson,4681.00
Access,93960.00
TNT,101177.00
USA TODAY,211303.00
Warner Bros. Pictures,631404.00
Saskatchewan Rush,2025.00
Tom Scott,218201.00
A Chick Called Albert,3658011.00
Caspar,282162.00
HellthyJunkFood,349602.00
E! News,9529.00
David Windestal,36865.00
Symon,61540.00
Andrew Lowe,824226.00
TheOdd1sOut,7593087.00
Any rubbish,4596.00
Lucas the Spider,5241468.00
Desktop Makes,3390.00
End of Ze World,305506.00
TroyeSivanVEVO,624744.00
Chris Smoove,338671.00
Apple,457431.00
CollegeHumor,1595972.00
Electron Dust,4610.00
Sound Bites,60047.00
Ján Ilavský,954743.00
John Varvatos,4131.00
Today I Found Out,1195813.00
Entertainment Tonight,213968.00
Sprinkleofglitter,1010762.00
Ryan Davidson,138226.00
Hydraulic Press Channel,394975.00
paul wheaton,73838.00
The Dodo,600381.00
Tom Daley,35668.00
SciShow,330336.00
FBE,3748683.00
Variety,2816.00
FloSports,29233.00
Paweł Zadrożniak,322502.00
Boldly,7965486.00
The Film Theorists,3922298.00
Simply Nailogical,2203618.00
The Valleyfolk,187425.00
WXYZ-TV Detroit | Channel 7,808361.00
Primitive Technology,4209089.00
JanPaul123,4253.00
Cole and Marmalade,930576.00
Laura Kampf,89640.00
NFVEVO,4007147.00
Corridor,805722.00
The Graham Norton Show,1554433.00
TODAY,9193.00
CNBC,176993.00
United Launch Alliance,179374.00
KeithUrbanVEVO,912815.00
colourpopcosmetics,78957.00
UFC - Ultimate Fighting Championship,662158.00
TinasheOfficialVEVO,4012204.00
FallOutBoyVEVO,1912665.00
theCHIVE,1258994.00
Rooster Teeth,240314.00
HvdH-Plane-Spotter,5179255.00
RemyMaVEVO,485881.00
The Late Late Show with James Corden,425995.00
shakiraVEVO,6469935.00
jeffreestar,1453003.00
JasonAldeanVEVO,340354.00
The Slow Mo Guys,795916.00
HBO,157829.00
Late Night with Seth Meyers,1218516.00
CNN,351309.00
LadyGagaVEVO,1610690.00
The Tonight Show Starring Jimmy Fallon,458494.00
justintimberlakeVEVO,4648620.00
BBC,70420.00
The Late Show with Stephen Colbert,363194.00
NFL,730611.00
CaseyNeistat,1854852.00
Binging with Babish,607334.00
KFC,301693.00
TheReportOfTheWeek,539065.00
ThreeDaysGraceVEVO,522730.00
AsapSCIENCE,879677.00
Logan Paul Vlogs,19092511.00
Paramount Pictures,36155.00
Jimmy Kimmel Live,107108.00
Daisy Marquez,434877.00
ThirtySecondsToMarsVEVO,453559.00
XAmbassadorsVEVO,60229.00
dodieVEVO,129130.00
GQ,651383.00
Variety,10232.00
Marzia,398652.00
AmazingPhil,629985.00
BURGER KING,3356847.00
NBA,337664.00
ESPN,418300.00
Grace Helbig,159785.00
Alpha Entertainment,118786.00
Trailers Promos Teasers,14685.00
EA SPORTS FIFA,674446.00
JackWhiteVEVO,103116.00
TED-Ed,173688.00
Groupon,1556454.00
JamesBlakeVEVO,130569.00
Queen Naija,784777.00
Half as Interesting,251240.00
Colleen Ballinger,1571379.00
Refinery29,40366.00
Jackie Aina,713938.00
MN khan,785922.00
BLACKPINK,2638161.00
Pepsi,49762.00
Pomegranate Sunshine,65758.00
Nintendo,345910.00
Vogue,1032393.00
NBC News,89920.00
Brave Wilderness,1150126.00
BuzzFeedVideo,554996.00
David Archuleta,54209.00
Guardian News,52497.00
Bon Appétit,395780.00
Morgan Adams,587819.00
TIME,116201.00
Legendary,5335815.00
EltonJohnVEVO,828990.00
Munchies,93885.00
SKITTLESbrand,241838.00
Niki and Gabi,2265238.00
KygoOfficialVEVO,2414692.00
Sugar Pine 7,124868.00
LexusVehicles,57843.00
Omeleto,1727208.00
Marvel Entertainment,692047.00
Inside Edition,51623.00
Bobby Duke Arts,1595800.00
MSNBC,239728.00
Business Insider UK,93641.00
Everyday Astronaut,170622.00
Domics,2105929.00
Lip Sync Battle,225028.00
MyHarto,140710.00
Netflix,360896.00
Scotty Sire,712942.00
Comedy Central,406588.00
jessiepaege,138185.00
fantano,77431.00
R3HAB,97094.00
Madelaine Petsch,383310.00
Seth's Bike Hacks,203919.00
BBC Radio 1,276780.00
Oscars,1529298.00
Screen Junkies,1877457.00
LoeyLane,272163.00
The View,587242.00
Dude Perfect,23417389.00
CNET,52255.00
LIVEKellyandRyan,32941.00
IFC Films,140682.00
Dennis Kapatos,158753.00
Newsflare,297272.00
JheneAikoVEVO,1853979.00
AT&T,372376.00
PlayStation,2413313.00
Interscope Records,125684.00
Great Big Story,532957.00
Breakfast Club Power 105.1 FM,389668.00
DonDiablo,374360.00
Genius,351488.00
Washington Post,268473.00
LastWeekTonight,1801705.00
Smosh,1818424.00
Wendover Productions,498475.00
The New York Times,10858.00
KipMooreVEVO,164767.00
Forgotten Weapons,224261.00
mmschocolate,454937.00
VICE,734318.00
The Scam On Demand,1591.00
TODAY,515508.00
Sailor J,255532.00
Calvin Klein,11675559.00
Shawn Johnson East,452375.00
Palo Alto Online,658.00
Jason Yu,470937.00
494ta,637942.00
DJI,85833.00
Vox,997698.00
TMZ,33528.00
ombremor,124553.00
Missouri Star Quilt Company,39049.00
SMTOWN,6502401.00
MrTreknation,209124.00
Poppy,598672.00
Red Bull Records,5226.00
NJ.com,1515705.00
Australian Open TV,109251.00
Esther Bellido,669483.00
IISuperwomanII,1343580.00
marjolijn2,31145.00
730 WVFN,9637.00
Watch What Happens Live with Andy Cohen,128479.00
Candide Thovex,1488703.00
Jaiden Animations,3643393.00
Barcroft Animals,39957.00
IGN,643420.00
Clevver News,396904.00
Geoff Mallinson,4802.00
Drew Lynch,139752.00
Access,96253.00
TNT,104839.00
USA TODAY,212506.00
Nerdist,355262.00
Saskatchewan Rush,2050.00
Life Noggin,599390.00
Zoella,953710.00
Tom Scott,223067.00
Saturday Night Live,3404680.00
E! News,9568.00
David Windestal,43675.00
Symon,66316.00
Funny New Videos,663095.00
Any rubbish,4674.00
Desktop Makes,3616.00
A Chick Called Albert,3953162.00
Warner Bros. Pictures,656972.00
Caspar,289976.00
HellthyJunkFood,363753.00
Sprinkleofglitter,1078856.00
TroyeSivanVEVO,639685.00
TheOdd1sOut,7797284.00
Apple,479130.00
Electron Dust,4743.00
Lucas the Spider,5605621.00
Sound Bites,60731.00
Chris Smoove,339187.00
John Varvatos,4233.00
End of Ze World,323471.00
Entertainment Tonight,217531.00
Ryan Davidson,139026.00
Andrew Lowe,835472.00
paul wheaton,73902.00
Tom Daley,36591.00
CollegeHumor,1629599.00
SciShow,335365.00
Today I Found Out,1270778.00
FloSports,29305.00
Paweł Zadrożniak,344951.00
Rooster Teeth,705015.00
AntsCanada,422937.00
The 2x Family,983779.00
shakiraVEVO,12528777.00
Extra Credits,169468.00
MAZELEE,142935.00
The Graham Norton Show,1609327.00
JasonAldeanVEVO,617881.00
The Slow Mo Guys,1414582.00
The Tonight Show Starring Jimmy Fallon,105477.00
HBO,604699.00
CNN,792189.00
LadyGagaVEVO,2504586.00
jeffreestar,2437475.00
Late Night with Seth Meyers,1459336.00
justintimberlakeVEVO,6404936.00
Leroy Sanchez,135014.00
Variety,140006.00
HaimVEVO,118160.00
The Late Show with Stephen Colbert,498820.00
BANGTANTV,1835185.00
NFL,1144047.00
Paramount Pictures,126537.00
Netflix,292371.00
Jimmy Kimmel Live,203142.00
CaseyNeistat,2148675.00
KFC,440909.00
TheReportOfTheWeek,813108.00
dodieVEVO,290109.00
Binging with Babish,663322.00
ThreeDaysGraceVEVO,709757.00
XAmbassadorsVEVO,135523.00
AsapSCIENCE,1104884.00
Logan Paul Vlogs,21104436.00
Alpha Entertainment,129056.00
ThirtySecondsToMarsVEVO,628932.00
Grace Helbig,235228.00
Daisy Marquez,530070.00
Marzia,494129.00
Adult Swim UK,23468.00
Popcorn with Peter Travers,86360.00
NBA,462906.00
AmazingPhil,723433.00
GQ,803459.00
ESPN,583735.00
BURGER KING,3631612.00
Trailers Promos Teasers,33940.00
Groupon,2747006.00
JackWhiteVEVO,167752.00
iKON,4475534.00
TED-Ed,206632.00
JamesBlakeVEVO,221799.00
EA SPORTS FIFA,755327.00
Guardian News,82166.00
Queen Naija,840727.00
Half as Interesting,273311.00
Refinery29,68965.00
Colleen Ballinger,1764918.00
BLACKPINK,3032128.00
